id	name	description	categories	primary_category	tier	homepage	homepage_status	repo_url	repo_status	repo_origin	repo_stars	repo_pushed	repo_archived	repo_language	repo_license	tool_type	topics	languages	license	license_source	maturity	cost	registries	citations	citation_note	year	publication	citations_total	citations_papers	publication_title	publication_venue	publication_url	citations_recent	citations_recent_year	pmid	doi	publication_is_preprint	biotools_id	biotools_url	last_update	source	tags	featured
missmethyl	missMethyl	Normalisation and testing for differential variability and differential methylation for data from Illumina's Infinium HumanMethylation450 array	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	extended	http://bioconductor.org/packages/release/bioc/html/missMethyl.html										Command-line tool|Library	Methylated DNA immunoprecipitation|Sequencing|Epigenetics	R	GPL-2.0	declared			bioconductor	999		2016	pmid:26424855					https://pubmed.ncbi.nlm.nih.gov/26424855/			26424855		False	missmethyl	https://bio.tools/missmethyl	2019-01-11	bio.tools		
spp	SPP	Analyses ChIP-seq data with R scripts for peak calling and experimental design	peak-calling	peak-calling	core	https://sites.google.com/a/brown.edu/bioinformatics-in-biomed/spp-r-from-chip-seq										Library	Genomics|ChIP-seq	R	GPL-2.0	declared				992		2008	pmid:19029915			Design and analysis of ChIP-seq experiments for DNA-binding proteins	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/19029915/	35	2025	19029915	10.1038/nbt.1508	False	spp	https://bio.tools/spp	2024-11-25	bio.tools		
alignace	AlignACE	Finds DNA regulatory motifs conserved in a set of unaligned noncoding sequences using pattern recognition	motif-scanning	motif-scanning	extended	http://arep.med.harvard.edu/mrnadata/mrnasoft.html										Web application	Gene transcripts|DNA|Data mining|Nucleic acid sites, features and motifs|Structure prediction							964		1998	pmid:9788350			Finding DNA regulatory motifs within unaligned noncoding sequences clustered by whole-genome mRNA quantitation	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/9788350/	5	2025	9788350	10.1038/nbt1098-939	False	alignace	https://bio.tools/alignace	2024-11-25	bio.tools		
DanQ	DanQ	Hybrid convolutional and recurrent network for predicting the function of noncoding DNA	tfbs-prediction|regulatory-elements	tfbs-prediction	seed	https://github.com/uci-cbcl/DanQ		https://github.com/uci-cbcl/DanQ		curated	161	2017-01-14	False	Groff	NOASSERTION				NOASSERTION	repository				953		2016	doi:10.1093/nar/gkw226			DanQ: a hybrid convolutional and recurrent deep neural network for quantifying the function of DNA sequences	Nucleic Acids Research	https://doi.org/10.1093/nar/gkw226	78	2025	27084946	10.1093/nar/gkw226	False				curated	deep-learning	
Cicero	Cicero	Predicts cis-regulatory co-accessibility links from single-cell chromatin accessibility	regulatory-elements|single-cell	regulatory-elements	seed	https://bioconductor.org/packages/cicero/																	bioconductor	930		2018	doi:10.1016/j.molcel.2018.06.044			Cicero Predicts cis-Regulatory DNA Interactions from Single-Cell Chromatin Accessibility Data	Molecular Cell	https://doi.org/10.1016/j.molcel.2018.06.044	110	2025	30078726	10.1016/j.molcel.2018.06.044	False				curated	bioconductor	
bsseq	bsseq	A collection of tools for analyzing and visualizing bisulfite sequencing data.	dna-methylation	dna-methylation	core	http://bioconductor.org/packages/release/bioc/html/bsseq.html		https://github.com/kasperdanielhansen/bsseq		recorded	38	2026-08-20	False	R		Command-line tool|Library	Immunoprecipitation experiment|Sequencing	R	Artistic-2.0	declared			bioconductor	918		2012	pmid:23034175					https://pubmed.ncbi.nlm.nih.gov/23034175/			23034175		False	bsseq	https://bio.tools/bsseq	2019-01-09	bio.tools		
consensuspathdb	ConsensusPathDB	Integrates physical molecular interactions, biochemical pathways, and gene regulatory networks from multiple databases for human	grn-inference	grn-inference	core	http://cPDB.molgen.mpg.de/										Database portal	Protein interactions|Molecular interactions, pathways and networks							868		2013	pmid:23143270	1002	2	The ConsensusPathDB interaction database: 2013 update	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/23143270/	21	2025	23143270	10.1093/nar/gks1055	False	consensuspathdb	https://bio.tools/consensuspathdb	2024-11-24	bio.tools		
hicup	HiCUP	A mapping pipeline for HiC interaction data	nucleosome-chromatin|chromatin-3d	nucleosome-chromatin	core	http://www.bioinformatics.babraham.ac.uk/projects/hicup/		https://github.com/StevenWingett/HiCUP		inferred						Command-line tool	Epigenomics	Perl	GPL-3.0	declared	Mature			840		2015	doi:10.12688/f1000research.7334.1					https://doi.org/10.12688/f1000research.7334.1				10.12688/f1000research.7334.1	False	hicup	https://bio.tools/hicup	2021-04-16	bio.tools		
bioprospector	BioProspector	Scans upstream regions of co-expressed genes for regulatory motifs using Gibbs sampling with a Markov background model	motif-discovery	motif-discovery	core	http://robotics.stanford.edu/~xsliu/BioProspector/										Web application	Gene expression|Sequence sites, features and motifs|Gene regulation|Molecular interactions, pathways and networks|Sequence analysis	C						838		2000	pmid:11262934			BIOPROSPECTOR: DISCOVERING CONSERVED DNA MOTIFS IN UPSTREAM REGULATORY REGIONS OF CO-EXPRESSED GENES		https://pubmed.ncbi.nlm.nih.gov/11262934/	4	2025	11262934	10.1142/9789814447362_0014	False	bioprospector	https://bio.tools/bioprospector	2024-11-25	bio.tools		
cistrome	Cistrome	Provides a web platform with tools for ChIP-chip/seq peak calling, correlation, gene expression, and motif discovery	motif-discovery|peak-calling	motif-discovery	core	http://www.cistrome.org/Cistrome/Cistrome_Project.html#	dead									Web application	Immunoprecipitation experiment|Transcriptomics|Workflows|Gene expression	Python			Mature			799		2011	pmid:21859476			Cistrome: an integrative platform for transcriptional regulation studies	Genome biology	https://pubmed.ncbi.nlm.nih.gov/21859476/	27	2025	21859476	10.1186/gb-2011-12-8-r83	False	cistrome	https://bio.tools/cistrome	2024-11-25	bio.tools		
planttfdb	PlantTFDB	Identifies and catalogs transcription factor genes across sequenced plant genomes, with BLAST search and cross-species orthology	motif-databases|tfbs-prediction|regulatory-elements|grn-inference	motif-databases	core	http://plntfdb.bio.uni-potsdam.de/v1.0/										Database portal	Transcription factors and regulatory sites|Plant biology|Gene expression|Gene and protein families|Gene transcripts							783		2009	pmid:19858103			PlnTFDB: updated content and new features of the plant transcription factor database	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/19858103/	20	2025	19858103	10.1093/nar/gkp805	False	planttfdb	https://bio.tools/planttfdb	2018-12-10	bio.tools		
plntfdb	PlnTFDB	Integrates putatively complete sets of transcription factors and transcriptional regulators from sequenced plant genomes with domain architectures and cross-links	motif-databases|grn-inference	motif-databases	core	http://plntfdb.bio.uni-potsdam.de/										Database portal	Plant biology|Transcription factors and regulatory sites|Gene expression|Gene and protein families|Molecular interactions, pathways and networks							783		2009	pmid:19858103			PlnTFDB: updated content and new features of the plant transcription factor database	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/19858103/	20	2025	19858103	10.1093/nar/gkp805	False	plntfdb	https://bio.tools/plntfdb	2024-11-25	bio.tools		
TOBIAS	TOBIAS	Performs ATAC-seq footprinting to investigate transcription factor binding dynamics genome-wide	tfbs-prediction|footprinting|peak-calling	tfbs-prediction	core	https://github.com/loosolab/TOBIAS		https://github.com/loosolab/TOBIAS		recorded	251	2026-06-09	False	Python	MIT		Transcription factors and regulatory sites|Gene transcripts|ChIP-seq|RNA-Seq|Mapping	Python	MIT	declared			conda|pypi	764		2020	doi:10.1038/s41467-020-18035-1			ATAC-seq footprinting unravels kinetics of transcription factor binding during zygotic genome activation	Nature Communications	https://doi.org/10.1038/s41467-020-18035-1	183	2025	32848148	10.1038/s41467-020-18035-1	False	TOBIAS	https://bio.tools/TOBIAS	2021-01-16	bio.tools		Differential ATAC-seq footprinting between conditions
AME	AME	Analysis of Motif Enrichment - tests whether known motifs are enriched in a sequence set relative to a control	motif-scanning	motif-scanning	seed	https://meme-suite.org/meme/tools/ame																		763		2010	doi:10.1186/1471-2105-11-165			Motif Enrichment Analysis: a unified framework and an evaluation on ChIP data	BMC Bioinformatics	https://doi.org/10.1186/1471-2105-11-165	77	2025	20356413	10.1186/1471-2105-11-165	False				curated	meme-suite	
oligo-analysis	RSAT oligo-analysis	Computes k-mer frequencies and statistics to discover over- or under-represented motifs in DNA or protein sequences	motif-discovery|tfbs-prediction	motif-discovery	core	http://teaching.rsat.eu/oligo-analysis_form.cgi										Command-line tool|Web application|Web service	Transcription factors and regulatory sites|Protein sites, features and motifs|Gene regulation|Nucleic acid sites, features and motifs	Perl	AFL-3.0	declared	Mature	Free of charge		750		1998	pmid:9719638			Extracting regulatory sites from the upstream region of yeast genes by computational analysis of oligonucleotide frequencies 1 1Edited by G. von Heijne	Journal of Molecular Biology	https://pubmed.ncbi.nlm.nih.gov/9719638/	5	2025	9719638	10.1006/jmbi.1998.1947	False	oligo-analysis	https://bio.tools/oligo-analysis	2024-11-24	bio.tools		
cassys	CASSys	Performs all steps of ChIP-seq data analysis from quality control and read mapping to peak detection and follow-up analyses	peak-calling	peak-calling	core	http://www.zbh.uni-hamburg.de/en/research/application-oriented-bioinformatics/researchprojects/cassys.html	dead									Desktop application	ChIP-seq|Mapping|Molecular interactions, pathways and networks|Data architecture, analysis and design							725		2008	pmid:18978777			An integrated software system for analyzing ChIP-chip and ChIP-seq data	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/18978777/	6	2025	18978777	10.1038/nbt.1505	False	cassys	https://bio.tools/cassys	2024-11-25	bio.tools		
cisgenome	CisGenome	Integrates analysis of tiling array, ChIP-seq, genome, and cis-regulatory element data	motif-scanning|regulatory-elements|peak-calling	motif-scanning	core	http://www.biostat.jhsph.edu/~hji/cisgenome/index.htm										Suite	ChIP-seq|ChIP-on-chip|Sequence sites, features and motifs	C++|C			Mature			725		2008	pmid:18978777			An integrated software system for analyzing ChIP-chip and ChIP-seq data	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/18978777/	6	2025	18978777	10.1038/nbt.1505	False	cisgenome	https://bio.tools/cisgenome	2024-11-25	bio.tools		
scenicplus	scenicplus	Builds gene regulatory networks from combined or separate scRNA-seq and scATAC-seq data, predicting enhancers, transcription factors, and target gene links	grn-inference|single-cell	grn-inference	core	https://github.com/aertslab/scenicplus		https://github.com/aertslab/scenicplus		recorded	261	2026-01-16	False	Jupyter Notebook	NOASSERTION		Genomics|Structural genomics|Transcriptomics	Python	Other	declared	Mature	Free of charge		712		2023	pmid:37443338			SCENIC+: single-cell multiomic inference of enhancers and gene regulatory networks	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/37443338/	294	2025	37443338	10.1038/s41592-023-01938-4	False	scenicplus	https://bio.tools/scenicplus	2026-06-04	bio.tools		
BPNet	BPNet	Base-resolution model of TF binding profiles from ChIP-nexus that learns interpretable motif syntax	motif-discovery|tfbs-prediction	motif-discovery	seed	https://github.com/kundajelab/bpnet		https://github.com/kundajelab/bpnet		curated	182	2026-03-19	False	Python	MIT				MIT	repository			pypi	706		2021	doi:10.1038/s41588-021-00782-6			Base-resolution models of transcription-factor binding reveal soft motif syntax	Nature Genetics	https://doi.org/10.1038/s41588-021-00782-6	126	2025	33603233	10.1038/s41588-021-00782-6	False				curated	deep-learning|base-resolution	Base-resolution TF binding model that recovers motif syntax
quest	QuEST	Calls transcription factor binding sites from ChIP-seq data using kernel density estimation	peak-calling	peak-calling	core	http://mendel.stanford.edu/sidowlab/downloads/quest/										Command-line tool	ChIP-seq	C++	GPL-2.0	declared	Legacy			702		2008	pmid:19160518			Genome-wide analysis of transcription factor binding sites based on ChIP-Seq data	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/19160518/	10	2025	19160518	10.1038/nmeth.1246	False	quest	https://bio.tools/quest	2024-11-25	bio.tools		
mdscan	MDscan	Pinpoints protein-DNA binding sites from ChIP-array data using word enumeration and weight matrix updating	motif-scanning|tfbs-prediction	motif-scanning	extended	http://robotics.stanford.edu/~xsliu/MDscan/										Web application	Protein interactions|Molecular interactions, pathways and networks|Transcription factors and regulatory sites	R|Perl						678		2002	pmid:12101404			An algorithm for finding protein–DNA binding sites with applications to chromatin- immunoprecipitation microarray experiments	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/12101404/	0	2025	12101404	10.1038/nbt717	False	mdscan	https://bio.tools/mdscan	2024-11-25	bio.tools		
segway	Segway	Segments the genome at 1-bp resolution from multiple functional genomics tracks using a dynamic Bayesian network	nucleosome-chromatin	nucleosome-chromatin	core	http://segway.hoffmanlab.org/		https://github.com/hoffmangroup/segway		recorded						Command-line tool	Functional genomics|Epigenomics	Python	GPL-2.0	declared	Mature	Free of charge	pypi	663		2012	doi:10.1038/nmeth.1937			Unsupervised pattern discovery in human chromatin structure through genomic segmentation	Nature Methods	https://doi.org/10.1038/nmeth.1937	11	2025		10.1038/nmeth.1937	False	segway	https://bio.tools/segway	2024-11-25	bio.tools		
arboreto	Arboreto	Infers gene regulatory networks from large expression datasets using gradient boosting and the GENIE3 architecture	grn-inference	grn-inference	core	http://arboreto.readthedocs.io		https://github.com/aertslab/arboreto		recorded	69	2024-04-05	False	Jupyter Notebook	BSD-3-Clause		Molecular interactions, pathways and networks|RNA-Seq|Gene expression	Python	BSD-3-Clause	declared			conda|pypi	656		2019	pmid:30445495			GRNBoost2 and Arboreto: efficient and scalable inference of gene regulatory networks	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/30445495/	114	2025	30445495	10.1093/bioinformatics/bty916	False	arboreto	https://bio.tools/arboreto	2020-09-08	bio.tools		
rnbeads	RnBeads	Analyzes DNA methylation data at single-CpG resolution from any experimental protocol	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	http://rnbeads.mpi-inf.mpg.de/										Library	Epigenomics	R	GPL-3.0	declared	Mature	Free of charge	bioconductor	649		2014	pmid:25262207			Comprehensive analysis of DNA methylation data with RnBeads	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/25262207/	26	2025	25262207	10.1038/nmeth.3115	False	rnbeads	https://bio.tools/rnbeads	2024-11-25	bio.tools		
